index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9681009,Ethiopia,0.485,66.6,8.813018308,2.883189,2206.534378,174,0.8370893819252069,5,0.44151371007378976,0.5274391476073442,68.536,64.694,8.311978753,9.314057862,1.697824476,4.321076749,1641.730092818146,2770.74142270162,71.97251,73.52072,17.19400991,29.43704,100.97149,34.93947,8.10532,61.75053,67.67279,4.73792,28.74202,1.118038186,..,849,18.6181,..,12.527026865873603,0.769,3.3,55.06929,..,..,..,..,..,85.971,32.65367,11,..,1.04,0.9482308311071829,0.908507951606277,0.9617098201612475,1.7605042016806725,0.5083502276751696,1.8447121820615795,57.20019,37.28571429,..,19.30556,2.926317448864825,..,40.3,..,17.32012,21.08,29.07543182,90,28,..,6.8709,12.30886,0.517,125,401,66.727,37.28571429,11.47565483,22.57430843,73.441,85.755
9681010,Malawi,0.483,64.26,11.24191,4.73,1034.677638,174,0.9863801669728139,1,0.49279518845201853,0.49959965229674036,67.413,61.101,11.15548291,11.32833709,6.882,5.24,838.2517662607926,1236.624930549983,73.3858,72.49172,21.8774946,83.58057,142.45782,40.28176,..,45.92779,31.05618,4.71484,66.60451,1.329407716,-31.06061,871,13.7822,5.50001,12.56088487162177,0.358,13,58.67919,..,..,..,..,..,59.189,10.446539999999999,..,..,1.03,1.0104469735454622,1.0089873364169675,0.9821344524293567,1.1582341980794035,0.6748105109917724,1.3971706081081081,48.51054,22.91666667,14.57,..,..,..,42.1,..,..,..,29.84548759,56,37.5,..,17.6324,17.93503,0.565,142,349,132.671,22.91666667,17.58,26.05175781,72.593,81.102
9681011,Congo (Democratic Republic of the),0.48,60.68,9.729686667,6.76008,1062.543004,174,0.8452424284084028,5,0.43915158851679253,0.5195569623069182,62.233,59.147,8.642716048,10.81665729,5.27478,8.37484,907.343645451608,1218.2882299147398,79.71484,90.96097,50.66579906,4.44439,107.97708,46.16579,6.60334,54.74461,90.23151,1.45495,67.28728,1.1105273690000002,-1.80899,351,8.6199,..,13.393013114064601,0.74,..,33.19793,..,..,..,..,..,79.674,1.8202180000000001,..,..,1.03,1.0717368004100842,0.992655040569415,0.6395137123864708,0.6091806515301086,0.5581039618274922,0.6788990825688073,38.58534,11.98686371,..,..,..,..,37.3,11.04341,25.09538,..,24.21882248,98,50.7,..,43.0169,7.367572,0.617,150,473,124.22,11.98686371,36.73039,65.81281,60.722,66.261
9681012,Guinea-Bissau,0.48,58.32,10.62385,3.5626,1996.042927,178,..,..,..,..,60.213,56.305,..,..,..,..,1647.004898215861,2361.137932681956,49.75632,71.25033,..,..,..,..,..,..,..,2.13249,57.00856,1.401202131,..,45.2,3.93051,..,12.038729607857535,1.274,10,51.92515,..,..,..,..,..,75.74,9.98746,..,..,1.03,..,..,..,0.7865657955066483,..,0.8185185185185184,44.04597,13.7254902,..,..,..,..,24.4,..,..,..,..,60,..,..,..,4.345613,..,..,667,104.823,13.7254902,..,..,65.835,78.653
9681013,Liberia,0.48,64.1,9.57967,4.806,1258.410853,173,0.8895810871752505,5,0.45321832382057364,0.5094738752368373,65.497,62.715,9.163967352,10.40307865,3.458,6.164,1241.9074720591523,1274.7488885706887,45.63871,64.95713,29.21433162,125.17882,85.10919,37.9035,..,53.54146,83.77415,2.58412,127.4523,1.912919702,..,..,7.98448,..,13.95279562445635,0.376,8,22.32254,..,..,..,..,..,77.198,7.390766,..,..,1.05,1.008755888364409,0.9908885731981698,0.7693984029671872,0.9608843537414966,0.46230375243623484,0.6644756498356738,49.23985,11.65048544,..,6.29234,2.442147669761232,..,35.9,..,..,20.05,28.16200256,98,38.5,2.6,21.0552,14.98977,0.65,156,661,135.962,11.65048544,18.54536769,40.11511391,72.058,80.615
9681014,Guinea,0.477,61.6,9.408505,2.774225,2405.181497,177,0.8169305026331489,5,0.4282600520103709,0.5242307033829602,62.117,60.855,8.01100272,10.80600728,1.525466735,4.233810142,2266.2835472338847,2553.970590508366,37.21018,56.97051,11.75489793,..,91.50917,39.33397,11.55931,34.1064,76.22769,2.57251,108.7208,0.944637665,-6.09155,99,18,..,12.03650033931023,0.832,3,47.14862,..,..,..,..,..,89.374,19.6652,..,..,1.02,..,0.8193132896499041,0.653666202823156,0.6762899262899263,..,0.6071036250457708,52.74524,22.80701754,15.43,..,..,..,46.5,..,..,..,19.67097473,98,..,..,..,2.414525,..,..,576,135.294,22.80701754,..,..,62.699,60.205
9681015,Yemen,0.47,66.13,8.76899,3.2,1593.704031,179,0.4882387359737357,5,0.2698937354190031,0.5527905009026604,67.826,64.443,7.367276023,10.24623598,2.88,5.146,186.0413717922927,2980.035053790799,..,..,28.02,1.59278,93.63748,51.58068,..,30.52896,85.37631,..,..,1.322368258,-0.79178,366.7,26.7184,..,13.51743847047483,5.251,7.1,26.93016,..,..,..,..,..,45.627,48.69835,..,..,1.05,0.8974103645047613,0.8717150904678678,0.7257881393085377,1.4668969984884475,0.5395702438397838,2.088124213176668,4.98491,0.970873786,0.52,..,..,..,31.9,..,..,..,1.671490073,70,..,..,29.7277,2.454737,0.795,162,164,60.352,0.970873786,19.92,36.9182701,5.834,70.183
9681016,Eritrea,0.459,66.32,5.0052837,3.9,2793.482718,180,..,..,..,..,68.555,64.153,4.5724674,5.4381,..,..,2275.1462209114543,3309.363142976076,92.71403,93.81868,..,23.32836,68.43383,47.69711,3.36256,20.01575,81.33437,..,47.39379,0.460407816,..,142,1.30891,..,12.441374799279647,0.628,7,38.74092,..,..,..,..,..,86.383,34.58703,..,..,1.05,0.9918043460533331,0.8574562038462453,0.9094107486677402,0.9204133230735407,..,0.9331198191409195,40.57551,22,..,..,..,..,40.7,21.84874,27.80749,..,..,60,..,..,..,..,..,..,480,52.553,22,..,..,71.459,85.474
9681017,Mozambique,0.456,60.85,9.97402,3.540898438,1250.405688,181,0.9120910345647356,4,0.43458518869082613,0.47647128655114684,63.671,57.782,9.48581,10.46825,2.70461455,4.495430225,1131.0177679664657,1376.872599499679,65.48977,77.26017,16.94978233,..,112.60498,35.40672,7.31255,61.0773,74.63084,5.59847,112.1514,1.102103021,-1.18466,2743,10,..,12.987250927130622,0.8380001,7,55.27379,..,..,..,..,..,83.146,7.993288000000001,..,..,1.02,..,0.9282740397644155,0.894432953738901,0.9564350797266514,0.7014076667934201,1.1475573280159521,34.77213,41.2,..,..,..,..,52.9,5.61639,29.2567,22.15,32.87394714,60,21.7,..,7.0608,10.46703,0.523,127,289,148.626,41.2,13.96321,19.90741,77.281,79.005
9681018,Burkina Faso,0.452,61.58,9.27373,1.644298557,2132.95557,183,0.866707792642374,5,0.41789465986417834,0.4821632658800986,62.294,60.739,9.10409,9.44096,1.07,2.256279557,1540.6685410480106,2726.7504897852873,54.67,61.79,8.884239787,4.365,96.09037,40.70973,6.50187,31.15697,76.18661,6.03609,60.18214,3.534888234,-2.61186,144,16,..,12.180105140384489,0.847,4,39.72173,0.1,1.6,..,..,..,86.419,4.749875,..,..,1.05,0.9914723146802573,0.9835011171537946,1.0009776304969598,2.3977752205600305,0.4950560110929234,2.3770618556701035,47.88169,13.38582677,12.68,..,..,0.12962962962962962,51.6,10.079,20.5868,23.95,34.4989357,98,11.5,..,5.0302,9.348342,0.594,147,320,104.329,13.38582677,6.079310168,12.28004515,58.308,74.826
9681019,Sierra Leone,0.452,54.7,10.17593,3.7,1667.844447,182,0.8837898786367756,5,0.4232746336298561,0.4789312978812871,55.495,53.853,9.73176,10.6201,2.93,4.478,1469.5467408438537,1866.9818161508801,62.69922,70.57611,26.4625,13.88317,112.75457,41.79632,..,75.83655,78.15518,7.13846,56.69583,0.6953859579999999,..,57,9,..,12.491680011022533,0.251,..,27.52246,0.6,4.3,..,..,..,86.125,6.431515,10,13,1.02,1.115567728590421,1.0348633689550293,0.9655132522233605,0.411301494713817,0.6096886814724153,0.6951523280321901,53.42956,12.32876712,18.2,..,..,..,29.9,..,..,..,15.35897541,84,48.8,..,15.2297,16.20882,0.644,155,1120,112.828,12.32876712,20.12582593,33.01000419,57.309,58.489
9681020,Mali,0.434,59.31,7.46103,2.352954412,2268.77278,184,0.8208006765016004,5,0.3879609967972162,0.4726616435682966,60.085,58.529,6.79713,8.10899,1.7135,2.9924,1515.6838710769453,3019.486344738663,43.39811,57.83326,13.1013,6.96079,75.6006,41.02728,4.5169,38.40749,66.6329,3.78684,57.189,2.381876394,-9.25316,14,13,..,12.237220651233704,1.286,1,37.82669,..,..,..,..,..,80.986,25.402929999999998,..,19,1.05,1.034910958133445,0.9009950338904951,0.8229699184646175,1.2165733482642778,0.44833436928190873,1.1948325071353463,43.05393,9.523809524,25.25,..,..,0.11320754716981132,53.7,..,..,..,25.71192169,98,35.5,..,5.7778,2.516951,0.671,158,562,169.127,9.523809524,7.34422,16.381122,61.248,80.613
9681021,Burundi,0.433,61.58,11.06933,3.287982742,753.9087475,184,0.9992879461631564,1,0.4321400853241757,0.4324480115900638,63.377,59.764,11.03825,11.10496,2.60793306,4.051710297,865.8990801719339,640.1050840786829,85.61855,91.03415,9.401494499,15.36692,121.42156,48.46502,6.05016,56.24142,61.08935,5.01084,41.85736,2.7840576969999997,-2.06079,299,2.66075,1.49482,13.049029815683333,1.001,7.9,42.52383,..,0.7,..,..,..,94.581,3.4351839999999996,..,..,1.03,1.039096420589521,1.0124962615134818,1.1144770803266186,0.44352331606217615,0.6594452824362468,0.5372736954206603,26.20551,38.75,19.1,..,..,..,19,10.38753,18.16911,..,6.726228237,84,48.5,..,2.5288,6.564235,0.504,124,548,55.59,38.75,7.5,11.37319532,80.434,77.819
9681022,South Sudan,0.433,57.85,5.296258,4.8,2003.318894,186,0.841802349059058,5,0.3836994769595396,0.45580708748131626,59.383,56.351,3.5486,5.8827,3.938685909,5.207697051,1758.7567781703344,2247.397498149991,47.3692,48.42514,33.08548403,11.25782,72.98991,11.00999,..,..,..,0.98104,65.55135,7.8244725939999995,..,..,7.97743,..,14.339249867107384,..,..,46.75029,..,..,..,..,..,84.854,23.65344,..,..,1.04,0.9451648252879603,0.7078028849732526,0.5367109533404676,0.8595694252419516,..,1.2065520655206552,30.2439,26.55889145,..,..,..,..,51.5,..,..,..,4.708465576,90,..,..,..,4.565504,..,..,1150,62.04,26.55889145,..,..,70.959,73.833
9681023,Chad,0.398,54.24,7.34935,2.52368,1555.373575,187,0.7640906759116226,5,0.3419676259211945,0.4475484869818614,55.669,52.835,5.89018,8.80852,1.266126918,3.846580001,1243.6526923323556,1868.106231037075,22.38715,40.69289,6.058779237,0.95611,86.84687,22.5566,3.2513,71.4406,57.13134,2.24185,74.57053,3.2121024830000002,-16.13619,87,6.5,..,12.4732531754834,0.434,..,56.88788,..,..,..,..,..,93.024,2.745511,..,..,1.03,0.9202723876099795,0.7686819383145045,0.45836582601661224,0.7526241134751773,0.16513729110543893,0.833822091886608,48.87622,14.88095238,..,..,..,..,66.9,..,..,..,14.85025883,98,28.6,..,7.5754,3.101114,0.71,160,1140,161.09,14.88095238,1.738381058,10.5268837,63.944,77.547
9681024,Central African Republic,0.397,53.28,7.56836,4.282,993.0088419,188,0.8014200062842962,5,0.35122930106094175,0.43825871366673425,55.514,51.081,6.194228836,8.942491164,3.024,5.582,792.24423367295,1197.2931023896508,28.70666,47.80493,22.08,2.92555,102.0189,17.13538,..,53.44371,39.93546,..,66.13513,1.910336478,3.88117,107,4.33925,..,12.682900719274059,0.721,10,83.41195,..,..,..,..,..,91.379,16.3186,..,..,1.03,1.0451309650701568,0.7801049469477939,0.672692189572784,0.8987320653987321,0.4284802043422733,0.9441207627118644,37.67538,8.571428571,..,..,..,..,67.9,..,..,..,9.717617035,98,29.8,..,..,2.170569,0.68,159,829,129.074,8.571428571,13.42,31.32,64.44,79.776
9681025,Niger,0.394,62.42,6.47145,2.079048967,1200.898463,189,0.7237463246819136,5,0.320846368574092,0.4433132958776736,63.621,61.281,5.73112,7.1716,1.39995223,2.813112943,535.9678885796807,1859.1196558543893,31.64391,48.55718,6.685914962,8.0477,74.7362,24.25375,4.41435,35.60446,43.73714,4.9198,39.71296,1.261913245,-3.13457,157,5.25049,2.91446,11.921412321472303,0.433,3.9,36.33661,..,..,..,..,..,93.676,11.6982,..,10,1.05,1.072661380720668,0.8649771298427322,0.7478717651100613,0.4464720194647202,0.5177853063761325,0.6440071556350625,51.29856,16.95906433,15.8,..,..,..,76.3,5.81764,18.02791,21.62,10.91004658,98,..,..,4.0424,4.561327,0.642,154,509,186.538,16.95906433,4.66,8.99986914,60.586,83.671
9681027,Korea (Democratic People's Rep. of),..,72.27,10.78317,..,..,..,..,..,..,..,75.744,68.615,10.42153,11.14481,..,..,..,..,99.99979,99.99944,..,..,112.77928,92.77569,27.02157,..,..,..,..,0.192444051,-0.28474,..,0,..,11.180700731395055,36.834,143,20.30024,..,..,..,..,..,87.813,55.0,67,..,1.05,..,0.9996379408551032,1.0112440055524776,0.7799972063137309,..,0.7504829362524147,39.14796,17.61280932,..,..,..,..,..,22.1555,19.26917,..,..,..,..,..,..,..,..,..,89,0.283,17.61280932,..,..,73.441,87.77
9681028,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.91215,1.46121,..,68.03972898,-49.54128,347,97.053,..,13.61762858122757,75.067,..,11.7,100,100,..,..,..,..,100.0,100,100,..,..,..,..,..,..,..,..,33.33333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.33333333,..,..,..,..
9681029,Nauru,..,..,11.23418,..,16237.48101,..,..,..,..,..,..,..,11.821,10.79031487,..,..,..,..,..,..,..,82.31707,126.43357,82.73561,..,..,..,..,99.21355,19.65414652,..,..,57,..,11.557208323015855,13.462,..,40.17778,..,..,..,..,..,..,100.0,..,..,..,0.9422604741523352,0.9499360432447307,1.021358465231661,..,..,..,..,10.52631579,..,..,..,..,26.8,..,..,..,..,..,48.1,47.3,96.4538,..,..,..,..,..,10.52631579,..,..,..,..
9681030,San Marino,..,..,13.04993,..,..,..,..,..,..,..,..,..,12.82909,13.26898,..,..,..,..,100,100,..,96.39449,108.08402,67.85714,42.47126,3.75441,98.48352,3.14704,268.8073,16.26402835,..,84,60.1823,..,13.749107958440609,61.094,..,6.93061,100,100,..,..,..,..,100.0,100,77,..,1.0418017710285032,1.164762558039475,0.8923950697199383,..,..,..,..,25,..,..,..,..,..,9.67742,36,..,..,630,..,..,51.89,..,..,..,..,..,25,..,..,..,..
9681031,Somalia,..,57.4,..,..,..,..,..,..,..,..,59.132,55.725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.337572497,..,..,2.00405,..,11.980812251703965,0.23,8.7,35.51919,..,..,..,..,..,87.245,14.63662,..,..,1.03,..,..,..,0.9848067108582155,..,0.9690369981632119,17.97847,24.31610942,..,..,..,..,45.3,..,..,..,33.66255951,98,..,..,..,..,..,..,829,100.085,24.31610942,..,..,21.755,73.61
9681032,Tuvalu,..,..,12.30895,..,6132.201761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.33333,86.02989,66.72794,..,48.24768,73.80488,..,..,2.043620127,..,2.7,49.3183,..,11.989529685870714,9.174,..,15.57647,..,..,..,..,..,..,100.0,..,6,..,0.9414379027671291,0.9224695767968164,1.1393916978887917,..,..,..,..,6.25,10.42,..,..,..,9.9,..,..,36.73,..,..,36.8,..,50.1105,..,..,..,..,..,6.25,..,..,..,..
9681034,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681035,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681036,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681037,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681038,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681039,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681040,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681041,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,,,,,,,,,,,,,,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681042,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681043,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,,,,,,,,,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681044,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681045,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,,,,,,,,,,,,,,..,13.370280233157514,33.23972133544193,36.67023851889338,86.39579277391071,116.80701754385969,..,..,84.87033744083321,6.948253991321214,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
9681046,Very high human development,0.898,79.59118786683497,16.311889703972096,12.151912943259784,44566.192150239454,—,0.9808734806675253,—,0.8861593245385895,0.9034389674145549,82.44662828485393,76.75729491176392,16.63364863319171,15.98099182310477,12.04044294515953,12.21610671502015,33667.90369563738,55719.75446714106,..,..,87.43730038308823,79.85253146512224,101.72838720561647,106.02400466646228,77.20166040661975,4.031894985760771,..,4.752807474951522,,,,,,,14.202748833508638,31.153981863653634,52.171990613267205,14.441598647354773,—,—,—,—,—,10.229390410678363,100.0,95.23984912918787,86.53033718613149,1.0532396472808196,0.9938069972097766,0.9971616648821827,0.9914212475047401,1.0969553038062816,0.9762444149978492,1.1662386545825632,44.36504495401702,28.27732364446739,—,—,—,0.9301732265012074,,,,,,,,,,,0.173,—,14.171432985287568,17.195707037702416,28.27732364446739,86.51089908247235,88.61602458710398,52.31304698518612,69.14087013823423
